RIL100 ; DurchfahrtFahrweg ; AnkunftFahrweg ; AbfahrtFahrweg
AM  S;AM  W(1280-2)-ABLZ;;
A1778;AM-AJF;;
A1777;AM-AJF;;
A1776;AM-AJF;;
A923B;AM-AJF;;
A924A;AM-AJF;;
A921B;AM-AJF;;
A922A;AM-AJF;;
AJF;AM-ABLZ;;
A908A;AJF-ABLZ;;
A903B;AJF-ABLZ;;
A906A;AJF-ABLZ;;
A904A;AJF-ABLZ;;
A201B;AJF-ABLZ;;
ABLZ;AM-26/77-AROG(2200-2) 6;;
A500B;ABLZ-AROG(2200-2);;
A599B;ABLZ-AROG(2200-2);;
ASP;ABLZ(2200)-1-AROG(2200) Gz;;
A598S;ABLZ-AROG(2200-2);;
A597S;ABLZ-AROG(2200-2);;
A596S;ABLZ-AROG(2200-2);;
A595S;ABLZ-AROG(2200-2);;
A594S;ABLZ-AROG(2200-2);;
A593S;ABLZ-AROG(2200-2);;
ATST;ABLZ(2200)-1-AROG(2200);;
A592T;ABLZ-AROG(2200-2);;
A591L;ABLZ-AROG(2200-2);;
A590T;ABLZ-AROG(2200-2);;
A589L;ABLZ-AROG(2200-2);;
A588T;ABLZ-AROG(2200-2);;
A587L;ABLZ-AROG(2200-2);;
A586T;ABLZ-AROG(2200-2);;
A585L;ABLZ-AROG(2200-2);;
A584T;ABLZ-AROG(2200-2);;
A583L;ABLZ-AROG(2200-2);;
A582T;ABLZ-AROG(2200-2);;
A581L;ABLZ-AROG(2200-2);;
ALUB;ABLZ(2200)-1-AROG(2200);;
A572L;ABLZ-AROG(2200-2);;
A571S;ABLZ(2200)-AROG(2200);;
ASL;ABLZ(2200)-1-AROG(2200);;
A566S;ABLZ(2200)-AROG(2200-2);;
A567R;ABLZ-AROG(2200-2);;
A564S;ABLZ-AROG(2200-2);;
A565R;ABLZ-AROG(2200-2);;
A562S;ABLZ-AROG(2200-2);;
A563R;ABLZ-AROG(2200-2);;
A561R;ABLZ(2200-2)-AROG(2200-2);;
AROG;ABLZ(2200-2)-1-HB;;
A554R;AROG-ASAG;;
A553S;AROG-ASAG;;
A552R;AROG-ASAG;;
A551S;AROG-ASAG;;
AS;AROG-1-ASAG;;
A044S;AROG-ASAG;;
A043O;AROG-ASAG;;
A042S;AROG-ASAG;;
A041O;AROG-ASAG;;
