RIL100 ; DurchfahrtFahrweg ; AnkunftFahrweg ; AbfahrtFahrweg
BPOT;;BWUR-12/2/22-BSAT D2;BWUR-12/2/22-BSAT D2
B9704;BPOT-BSAT;;
B9702;BPOT-BSAT;;
BSAT;BPOT-1-BGOL;;
BMQU;BSAT-BGOL;;
B9803;BSAT-BGOL;;
B9804;BSAT-BGOL;;
BGOL;BSAT-4-BWP;;
BWP G;BGOL-654/622-BPD;;
BWP;BWE-622-BPD;;
BWPO;BWP-BPD;;
BPDC;BWP-BPD;;
B 916;BPDC-BPD;;
B 913;BWP-BPD;;
BPD;BWP-134-BGBS;;
BGBS;BPD-724-BGBSO;;
BGBSO;BPD-BWS;;
BQGB;BGBSO-BWS;;
BWS;BGBSO-336-BGD S H50;;
B 108;BWS-BGD S;;
B 107;BWS-BGD S;;
BGD S;BWS-S-BGD R;;
BGD R;BGD S-11-BHLRN;;
BHLRN;BGD R-103-BCHG;;
BCHG;BHLRN-113-BWD;;
BWD;BCHG-503/521-BSPDO;;
BSPDO;BWD-R-554-BSPD;;
BSPDM;BSPDO-5441-BSPD;;
BSPD;BSPDM-714-BNDM H140;;
BSPDW;BSPD-714-U-BNDM;;
B8711;BSPDW-U-BNDM;;
BNDM;BSPDW-U-BWUS;;
BQSTA;BNDM-U-BWUS;;
BWUS;BSPD-U-LRIK;;
BWUSN;BSPD-U-LRIK;;
YBLWB;BWUSN-LRIK;;
LRIK;BWUSN(U)-LBOW(U);;
LBOW;LRIK(S)-703-LNS(S);;
L7541;LRIK(S)-LNS(S);;
L7740;LRIK(S)-LNS(S);;
LNS;LBOW(S)-803-LBM(S);;
LBM;LNS-U-LRW;;
LRW;LBM(U)(6185)-1-LSHH(U);;
LQRW;LRW-U-LSHH;;
LSHH;LRW(U)-LSTL(U);;
LSTL;LSHH-LBIN(6427);;
LBIN;LSTL(6427)-S-LS(6107);;
LS;LBIN-201/13-LSG;;
LS  G;;LS-15/717-LMGA;LS-15/717-LMGA
