RIL100 ; DurchfahrtFahrweg ; AnkunftFahrweg ; AbfahrtFahrweg
RMR G;;RMR M-P101-RM;RMR M-P101-RM
RMR W;RMR M-P101-RM;;
RM  O;RMR-S077-RM;;
RM;S077-C-RL;;
RQLM;RM-C-RL;;
RLSM;RM-C-RL;;
RL  S;RM-C-11-FWOR;;
RL;RM-O 11-FWOR;;
RL  N;RM-FWOR;;
RRK;RM-FWOR;;
R 15L;RL-FWOR;;
R 14L;RL-FWOR;;
R  4L;RL-FWOR;;
RLO;RM-N 2-FWOR;;
R 30L;RL-FWOR;;
R 29L;RL-FWOR;;
R 28L;RL-FWOR;;
R 27L;RL-FWOR;;
RFT;RL-11/11-FWOR;;
R 26L;RL-FWOR;;
R 25L;RL-FWOR;;
RBOB;RL-P201-FWOR;;
R328L;RL--FWOR;;
R338L;RL-FWOR;;
R327L;RL-FWOR;;
FWOR;RL-S1/211-FMZ;;
FWORE;P211-FMZ;;
F526W;FWOR-FMZ;;
F523W;FWOR-FMZ;;
F524W;FWOR-FMZ;;
F522W;FWOR-FMZ;;
F521W;FWOR;;
FOHF;FWOR-2-FMZ;;
YFKMO;FWOR-FMZ;;
F520A;FOHF-FAHM;;
F519B;FOHF-FAHM;;
F518A;FOHF-FAHM;;
FMET;FOHF-2-FAHM;;
F517A;FOHF-FAHM;;
FAHM;FOHF-602-FGUB;;
FGUB;FAHM-701-FNIR;;
F715A;FGUB-FOPP;;
F714A;FGUB-FOPP;;
F713A;FGUB-FOPP;;
F712A;FGUB-FOPP;;
F711A;FGUB-FOPP;;
FOPP;FGUB-3-FNIR;;
FNIR;FOPP-1-FBOD;;
F010D;FNIR-FBOD;;
F009D;FNIR-FBOD;;
F008A;FNIR-FBOD;;
F007A;FNIR-FBOD;;
F006B;FNIR-FBOD;;
FNAC;FNIR-2-FBOD;;
F005B;FNIR-FBOD;;
FBOD;FNIR-2-FMWG;;
F554A;FBOD-FMWG;;
F552A;FBOD-FMWG;;
F551A;FBOD-FMWG;;
F553A;FBOD-FMWG;;
FML;FBOD-2-FMWG;;
FMWG;FBOD-502-FMS;;
F519A;FMWG-FMS;;
FMS;FMWG-401-FMZ-3522-AMT;;
FMZ;FMS-2-242-53-FMZ_A-D4-8-8-3522/3510-AMT;;
FMZ A;FMZ-53-133-FMM-3510;;
FMM;;FMZ_A-602-FBUD;FMZ_A-602-FBUD
